label,x,y,width,height,filename,resX,resY
Large Dim Peak,104,375,18,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,282,196,18,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Bright Peak,81,442,18,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,76,472,18,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,490,207,18,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,464,272,18,23,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,243,173,18,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,83,212,18,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,65,240,18,9,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,64,197,18,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,54,73,18,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,161,74,18,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,157,410,18,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,139,426,18,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,89,406,18,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,27,342,18,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,39,284,18,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,340,212,18,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,281,381,18,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,448,95,18,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,460,20,18,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,327,125,18,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,347,228,18,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,289,504,18,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,123,293,18,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,238,131,18,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,240,13,18,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Bright Trough,159,456,18,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Small Dim Trough,179,452,26,22,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Small Dim Trough,404,378,25,23,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Bright Peak,288,386,18,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Bright Peak,127,213,18,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,463,272,18,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,111,279,18,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,49,245,18,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,93,96,18,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,273,64,18,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,162,74,18,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,134,427,18,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Bright Peak,457,445,18,27,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Small Dim Trough,470,320,25,23,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Dim Trough,21,33,25,19,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_1_Z.jpg,514,514
Large Bright Peak,224,65,18,16,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_20_2_Z.jpg,514,514
Large Dim Peak,363,316,18,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_17_1_Z.jpg,514,514
Small Dim Trough,188,240,18,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_17_1_Z.jpg,514,514
Large Dim Peak,127,250,18,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,376,166,18,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,78,348,18,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,280,201,18,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,232,123,18,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,253,103,18,19,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,181,0,18,8,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Small Bright Trough,256,400,18,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Small Dim Trough,346,262,18,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Small Dim Trough,319,285,18,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,263,230,18,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,122,366,18,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,278,393,18,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,129,160,18,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Small Dim Trough,449,361,18,20,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,240,160,18,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,224,61,18,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,375,0,18,12,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,202,294,18,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_6_Z.jpg,514,514
Large Dim Peak,284,171,18,19,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_6_Z.jpg,514,514
Large Dim Peak,234,420,18,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_4_Z.jpg,514,514
Large Bright Peak,344,81,18,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_3_Z.jpg,514,514
Large Bright Peak,80,4,18,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_2_Z.jpg,514,514
Large Dim Peak,206,272,18,21,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_2_Z.jpg,514,514
Large Bright Trough,200,247,18,20,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Dim Trough,276,89,25,17,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Dim Peak,5,383,18,14,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Bright Trough,160,125,19,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,118,83,19,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,106,189,19,22,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,177,5,19,21,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,145,70,19,20,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,336,3,19,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,225,82,19,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,172,158,19,21,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,464,226,19,20,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,488,132,19,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,47,221,19,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,832,691,19,23,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,1205,41,19,20,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Large Bright Peak,100,309,19,11,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,476,364,19,23,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Dim Peak,427,302,19,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,370,63,19,17,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,108,355,19,16,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Small Dim Trough,70,37,25,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Bright Trough,357,119,19,20,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Trough,303,412,19,16,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Dim Peak,418,87,19,16,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,376,219,19,19,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_10_Z.jpg,514,514
Large Bright Peak,270,399,19,9,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_11_Z.jpg,514,514
Large Bright Peak,368,227,19,16,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_7_Z.jpg,514,514
Large Bright Peak,294,56,19,18,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_5_Z.jpg,514,514
Large Dim Peak,185,466,19,22,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_4_Z.jpg,514,514
Large Bright Peak,276,71,19,18,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_2_Z.jpg,514,514
Large Dim Peak,171,482,19,18,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_2_Z.jpg,514,514
Large Bright Peak,263,91,19,14,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_1_Z.jpg,514,514
Large Dim Peak,204,448,19,19,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_9_Z.jpg,514,514
Large Bright Peak,190,75,19,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,70,163,19,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,16,236,19,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,303,131,19,8,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,442,88,19,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,220,237,19,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,76,441,19,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,376,254,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,242,170,19,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,137,177,19,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Small Dim Trough,265,81,24,24,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,326,71,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,243,239,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,107,283,19,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,160,415,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Small Dim Trough,390,371,24,23,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_8_Z.jpg,514,514
Large Bright Peak,262,401,19,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,101,363,19,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,52,248,19,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,30,137,19,7,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,448,102,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,382,256,19,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,180,445,19,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,357,476,19,21,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,320,347,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,427,328,19,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,453,384,19,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,349,24,19,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,290,478,19,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,470,254,19,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,435,250,19,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Small Dim Trough,273,291,24,21,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Dim Peak,207,337,19,26,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,295,0,19,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,486,204,19,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,280,196,19,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,101,371,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,36,295,19,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,26,127,19,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,52,61,19,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,157,410,19,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,135,419,19,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,341,112,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Bright Peak,283,334,19,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Bright Peak,295,0,19,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,102,372,19,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,28,131,19,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,104,138,19,21,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,247,168,19,25,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,236,128,19,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Small Dim Trough,75,319,24,20,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Large Bright Trough,428,195,19,21,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_1_Z.jpg,514,514
Small Dim Trough,206,5,23,29,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Small Dim Trough,198,16,23,22,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_1_Z.jpg,514,514
Large Bright Peak,279,289,19,23,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_20_1_Z.jpg,514,514
Large Bright Peak,258,0,19,8,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,465,197,19,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Small Bright Trough,63,310,19,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,476,387,19,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,26,101,19,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,125,28,19,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Bright Peak,171,144,19,18,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,126,178,19,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Small Dim Trough,254,487,19,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Bright Peak,75,0,19,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Bright Peak,389,153,19,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,272,190,19,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_4_Z.jpg,514,514
Large Bright Trough,304,86,19,25,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Large Dim Peak,6,437,19,17,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Bright Trough,303,306,20,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,138,101,20,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,184,191,20,21,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,564,539,20,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,470,50,20,18,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,137,622,20,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1514,1000,20,16,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1004,604,20,51,WSe2-SL445_211119_-1.4V_50x50_Z_062.jpg,1024,1024
Large Bright Peak,466,98,20,18,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,314,260,20,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,401,419,20,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Dim Peak,193,208,20,18,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Dim Peak,124,478,20,11,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,438,0,20,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Small Dim Trough,96,495,23,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Bright Trough,471,298,20,32,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,387,209,20,18,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_10_Z.jpg,514,514
Large Dim Peak,208,443,20,15,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_11_Z.jpg,514,514
Large Bright Peak,302,43,20,20,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_8_Z.jpg,514,514
Large Dim Peak,477,496,20,18,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_3_Z.jpg,514,514
Large Dim Peak,474,497,20,17,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_2_Z.jpg,514,514
Large Bright Peak,341,261,20,20,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_1_Z.jpg,514,514
Large Bright Peak,227,443,20,21,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_1_Z.jpg,514,514
Large Bright Peak,169,143,20,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,41,263,20,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,465,274,20,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,240,18,20,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,64,197,20,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,286,503,20,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Trough,494,369,20,23,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Small Dim Trough,173,147,23,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Bright Peak,132,214,20,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,32,137,20,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,407,150,20,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Small Dim Trough,476,279,23,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Small Dim Trough,195,49,22,25,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Large Dim Peak,107,145,20,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,96,101,20,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,161,113,20,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,19,371,20,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,318,92,20,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Trough,73,39,20,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Small Dim Trough,112,251,22,17,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
